Geo_NAME,Geo_QName,Geo_FIPS,Geo_SUMLEV,Geo_GEOCOMP,Geo_STATE,Geo_COUNTY,Geo_COUNTYSC,Geo_COUSUB,Geo_TRACT,SE_T001_001,SE_T054_001,SE_T054_002,SE_T054_003,SE_T054_004,SE_T054_005,SE_T054_006,SE_T054_007,SE_T054_008,SE_T060_001,SE_T060_002,SE_T060_003,SE_T060_004,SE_T060_005,SE_T060_006,SE_T060_007,SE_T060_008,SE_T061_001,SE_T061_002,SE_T061_003,SE_T062_001,SE_T062_002,SE_T062_003,SE_T068_001,SE_T069_001,SE_T069_002,SE_T069_003,SE_T070_001,SE_T070_002,SE_T070_003,SE_T072_001,SE_T055_010
Census Tract 135,"Census Tract 135, Philadelphia County, Pennsylvania",42101013500,140,0,42,101,21,,13500,3222,3222,1687,1267,6,78,0,110,74,1401,829,484,1,32,0,37,18,1401,87,1314,1401,788,613,1582,1401,764,637,1582,1401,181,704,251
Census Tract 136.01,"Census Tract 136.01, Philadelphia County, Pennsylvania",42101013601,140,0,42,101,21,,13601,2677,2677,2388,86,0,117,0,18,68,1480,1335,53,0,62,0,7,23,1480,46,1434,1480,1300,180,1580,1480,959,521,1580,1480,100,907,96
Census Tract 136.02,"Census Tract 136.02, Philadelphia County, Pennsylvania",42101013602,140,0,42,101,21,,13602,3503,3503,2997,273,5,115,0,25,88,1798,1572,128,2,58,0,12,26,1798,53,1745,1798,1540,258,1929,1798,1106,692,1929,1798,131,1072,132
Census Tract 137,"Census Tract 137, Philadelphia County, Pennsylvania",42101013700,140,0,42,101,21,,13700,4813,4813,833,3716,7,80,3,45,129,1993,425,1477,3,28,0,15,45,1993,57,1936,1993,409,1584,2461,1993,1008,985,2461,1993,468,922,164
Census Tract 138,"Census Tract 138, Philadelphia County, Pennsylvania",42101013800,140,0,42,101,21,,13800,2061,2061,127,1828,6,19,0,34,47,827,67,728,2,5,0,12,13,827,19,808,827,64,763,1085,827,380,447,1085,827,258,363,73
Census Tract 139,"Census Tract 139, Philadelphia County, Pennsylvania",42101013900,140,0,42,101,21,,13900,3764,3764,476,3106,10,32,2,57,81,1287,138,1096,3,10,0,11,29,1287,47,1240,1287,123,1164,1465,1287,183,1104,1465,1287,178,616,212
Census Tract 140,"Census Tract 140, Philadelphia County, Pennsylvania",42101014000,140,0,42,101,21,,14000,3010,3010,439,2306,12,120,4,59,70,1268,196,962,7,47,1,30,25,1268,59,1209,1268,176,1092,1561,1268,247,1021,1561,1268,293,785,172
Census Tract 141,"Census Tract 141, Philadelphia County, Pennsylvania",42101014100,140,0,42,101,21,,14100,2094,2094,272,1594,9,70,0,102,47,937,145,663,4,36,0,67,22,937,137,800,937,102,835,1025,937,192,745,1025,937,88,511,255
Census Tract 142,"Census Tract 142, Philadelphia County, Pennsylvania",42101014200,140,0,42,101,21,,14200,3570,3570,2825,296,1,149,1,168,130,1813,1492,140,1,64,0,59,57,1813,150,1663,1813,1419,394,2063,1813,707,1106,2063,1813,250,1203,404
Census Tract 143,"Census Tract 143, Philadelphia County, Pennsylvania",42101014300,140,0,42,101,21,,14300,1439,1439,1252,66,1,53,1,26,40,680,602,33,1,17,0,10,17,680,40,640,680,580,100,802,680,397,283,802,680,122,395,103
Census Tract 144,"Census Tract 144, Philadelphia County, Pennsylvania",42101014400,140,0,42,101,21,,14400,3105,3105,1726,589,22,63,1,523,181,1307,785,205,12,21,0,224,60,1307,486,821,1307,590,717,1561,1307,603,704,1561,1307,254,695,1146
Census Tract 145,"Census Tract 145, Philadelphia County, Pennsylvania",42101014500,140,0,42,101,21,,14500,2464,2464,587,1494,10,106,1,201,65,659,45,504,5,11,0,74,20,659,131,528,659,13,646,713,659,187,472,713,659,54,265,427
Census Tract 146,"Census Tract 146, Philadelphia County, Pennsylvania",42101014600,140,0,42,101,21,,14600,4289,4289,1668,2237,16,210,1,58,99,1163,212,877,6,42,0,8,18,1163,29,1134,1163,202,961,1192,1163,533,630,1192,1163,29,660,138
Census Tract 147,"Census Tract 147, Philadelphia County, Pennsylvania",42101014700,140,0,42,101,21,,14700,3939,3939,1813,1695,2,227,1,69,132,958,366,477,1,51,0,20,43,958,50,908,958,351,607,1170,958,179,779,1170,958,212,668,186
Census Tract 148,"Census Tract 148, Philadelphia County, Pennsylvania",42101014800,140,0,42,101,21,,14800,785,785,21,707,1,31,0,7,18,372,10,337,1,16,0,3,5,372,9,363,372,8,364,446,372,92,280,446,372,74,215,23
Census Tract 149,"Census Tract 149, Philadelphia County, Pennsylvania",42101014900,140,0,42,101,21,,14900,3967,3967,58,3775,15,19,0,25,75,1633,25,1555,5,7,0,11,30,1633,36,1597,1633,19,1614,2099,1633,755,878,2099,1633,466,737,114
Census Tract 151.01,"Census Tract 151.01, Philadelphia County, Pennsylvania",42101015101,140,0,42,101,21,,15101,2038,2038,23,1959,7,6,3,13,27,782,12,747,5,2,1,4,11,782,8,774,782,11,771,1097,782,317,465,1097,782,315,342,32
Census Tract 151.02,"Census Tract 151.02, Philadelphia County, Pennsylvania",42101015102,140,0,42,101,21,,15102,4269,4269,28,4125,22,14,0,26,54,1794,7,1747,10,5,0,7,18,1794,28,1766,1794,5,1789,2274,1794,662,1132,2274,1794,480,773,87
Census Tract 152,"Census Tract 152, Philadelphia County, Pennsylvania",42101015200,140,0,42,101,21,,15200,6133,6133,122,5776,18,20,1,55,141,1936,40,1818,6,8,1,18,45,1936,39,1897,1936,37,1899,2372,1936,565,1371,2372,1936,436,555,142
Census Tract 153,"Census Tract 153, Philadelphia County, Pennsylvania",42101015300,140,0,42,101,21,,15300,4962,4962,2293,2254,6,266,0,42,101,1434,518,808,1,68,0,14,25,1434,46,1388,1434,497,937,1783,1434,303,1131,1783,1434,349,998,135
Census Tract 156,"Census Tract 156, Philadelphia County, Pennsylvania",42101015600,140,0,42,101,21,,15600,1741,1741,536,425,28,29,1,658,64,607,207,136,12,8,1,220,23,607,378,229,607,83,524,705,607,251,356,705,607,98,250,1109
Census Tract 157,"Census Tract 157, Philadelphia County, Pennsylvania",42101015700,140,0,42,101,21,,15700,2641,2641,1328,325,35,33,1,766,153,936,492,106,15,15,0,270,38,936,533,403,936,290,646,1099,936,502,434,1099,936,163,365,1493
Census Tract 158,"Census Tract 158, Philadelphia County, Pennsylvania",42101015800,140,0,42,101,21,,15800,5684,5684,5181,128,6,123,0,91,155,2598,2409,57,2,47,0,33,50,2598,93,2505,2598,2359,239,2884,2598,1622,976,2884,2598,286,1406,274
Census Tract 160,"Census Tract 160, Philadelphia County, Pennsylvania",42101016000,140,0,42,101,21,,16000,7002,7002,6270,197,15,159,10,153,198,2854,2617,72,6,63,3,47,46,2854,111,2743,2854,2570,284,3205,2854,1882,972,3205,2854,351,1285,424
Census Tract 161,"Census Tract 161, Philadelphia County, Pennsylvania",42101016100,140,0,42,101,21,,16100,5590,5590,2929,672,42,776,1,930,240,1945,1168,187,15,229,0,283,63,1945,493,1452,1945,1021,924,2241,1945,945,1000,2241,1945,296,811,1736
Census Tract 162,"Census Tract 162, Philadelphia County, Pennsylvania",42101016200,140,0,42,101,21,,16200,2225,2225,564,535,30,36,1,929,130,769,223,169,9,7,1,314,46,769,580,189,769,40,729,897,769,258,511,897,769,128,268,1664
Census Tract 163,"Census Tract 163, Philadelphia County, Pennsylvania",42101016300,140,0,42,101,21,,16300,3248,3248,1069,599,18,215,0,1191,156,1031,372,162,5,69,0,370,53,1031,774,257,1031,63,968,1224,1031,472,559,1224,1031,193,299,2434
Census Tract 164,"Census Tract 164, Philadelphia County, Pennsylvania",42101016400,140,0,42,101,21,,16400,4564,4564,978,1902,45,23,0,1361,255,1485,353,576,14,7,0,447,88,1485,918,567,1485,22,1463,1739,1485,607,878,1739,1485,254,453,2709
Census Tract 165,"Census Tract 165, Philadelphia County, Pennsylvania",42101016500,140,0,42,101,21,,16500,2758,2758,78,2522,9,12,0,96,41,989,33,902,4,3,0,31,16,989,60,929,989,19,970,1218,989,369,620,1218,989,229,345,205
Census Tract 166,"Census Tract 166, Philadelphia County, Pennsylvania",42101016600,140,0,42,101,21,,16600,1788,1788,262,1352,4,62,0,58,50,586,69,474,2,13,0,11,17,586,21,565,586,66,520,729,586,175,411,729,586,143,305,109
Census Tract 167.01,"Census Tract 167.01, Philadelphia County, Pennsylvania",42101016701,140,0,42,101,21,,16701,3055,3055,71,2884,25,7,0,19,49,1171,26,1104,8,3,0,5,25,1171,17,1154,1171,23,1148,1558,1171,621,550,1558,1171,387,471,68
Census Tract 167.02,"Census Tract 167.02, Philadelphia County, Pennsylvania",42101016702,140,0,42,101,21,,16702,2903,2903,180,2588,13,35,1,37,49,1119,47,1014,7,11,0,15,25,1119,30,1089,1119,45,1074,1423,1119,481,638,1423,1119,304,513,85
Census Tract 168,"Census Tract 168, Philadelphia County, Pennsylvania",42101016800,140,0,42,101,21,,16800,3935,3935,55,3768,15,15,0,19,63,1515,11,1469,6,3,0,6,20,1515,23,1492,1515,9,1506,1932,1515,855,660,1932,1515,417,607,84
Census Tract 169.01,"Census Tract 169.01, Philadelphia County, Pennsylvania",42101016901,140,0,42,101,21,,16901,3466,3466,32,3344,16,9,1,20,44,1364,14,1316,7,3,0,9,15,1364,20,1344,1364,11,1353,1791,1364,782,582,1791,1364,427,527,71
Census Tract 169.02,"Census Tract 169.02, Philadelphia County, Pennsylvania",42101016902,140,0,42,101,21,,16902,5524,5524,35,5348,15,2,0,23,101,2191,13,2126,6,2,0,8,36,2191,33,2158,2191,10,2181,2814,2191,1190,1001,2814,2191,623,863,109
Census Tract 170,"Census Tract 170, Philadelphia County, Pennsylvania",42101017000,140,0,42,101,21,,17000,2953,2953,567,2240,7,57,1,47,34,1216,315,833,1,28,1,19,19,1216,47,1169,1216,300,916,1375,1216,404,812,1375,1216,159,606,129
Census Tract 171,"Census Tract 171, Philadelphia County, Pennsylvania",42101017100,140,0,42,101,21,,17100,4047,4047,36,3899,5,2,1,40,64,1570,16,1520,4,1,1,9,19,1570,22,1548,1570,16,1554,1809,1570,1029,541,1809,1570,239,527,81
Census Tract 172.01,"Census Tract 172.01, Philadelphia County, Pennsylvania",42101017201,140,0,42,101,21,,17201,3194,3194,36,3065,13,10,0,30,40,1289,11,1243,5,7,0,7,16,1289,21,1268,1289,9,1280,1536,1289,804,485,1536,1289,247,505,74
Census Tract 172.02,"Census Tract 172.02, Philadelphia County, Pennsylvania",42101017202,140,0,42,101,21,,17202,4056,4056,59,3896,11,7,0,32,51,1593,19,1540,4,3,0,5,22,1593,27,1566,1593,9,1584,1986,1593,1012,581,1986,1593,393,602,112
Census Tract 173,"Census Tract 173, Philadelphia County, Pennsylvania",42101017300,140,0,42,101,21,,17300,3165,3165,103,2917,12,22,1,55,55,1164,21,1102,3,5,0,12,21,1164,24,1140,1164,19,1145,1363,1164,634,530,1363,1164,199,439,129
Census Tract 174,"Census Tract 174, Philadelphia County, Pennsylvania",42101017400,140,0,42,101,21,,17400,2419,2419,49,2201,3,12,2,95,57,918,13,848,3,4,2,27,21,918,46,872,918,7,911,1115,918,434,484,1115,918,197,369,158
Census Tract 175,"Census Tract 175, Philadelphia County, Pennsylvania",42101017500,140,0,42,101,21,,17500,7016,7016,1726,2214,221,23,2,2544,286,2274,570,748,76,8,2,776,94,2274,1570,704,2274,40,2234,2603,2274,1149,1125,2603,2274,329,655,5025
Census Tract 176.01,"Census Tract 176.01, Philadelphia County, Pennsylvania",42101017601,140,0,42,101,21,,17601,5562,5562,2225,652,167,34,7,2108,369,1834,770,199,56,10,2,688,109,1834,1664,170,1834,53,1781,2097,1834,782,1052,2097,1834,263,581,5074
Census Tract 176.02,"Census Tract 176.02, Philadelphia County, Pennsylvania",42101017602,140,0,42,101,21,,17602,3914,3914,1421,708,88,46,1,1417,233,1199,471,200,31,11,1,414,71,1199,962,237,1199,78,1121,1371,1199,562,637,1371,1199,172,348,3199
Census Tract 177.01,"Census Tract 177.01, Philadelphia County, Pennsylvania",42101017701,140,0,42,101,21,,17701,3705,3705,870,1168,335,122,6,1047,157,1088,287,341,106,41,2,276,35,1088,595,493,1088,138,950,1352,1088,408,680,1352,1088,264,254,2177
Census Tract 177.02,"Census Tract 177.02, Philadelphia County, Pennsylvania",42101017702,140,0,42,101,21,,17702,5076,5076,1477,1077,292,136,2,1785,307,1544,477,326,90,42,1,527,81,1544,1028,516,1544,186,1358,1824,1544,680,864,1824,1544,280,408,3535
Census Tract 178,"Census Tract 178, Philadelphia County, Pennsylvania",42101017800,140,0,42,101,21,,17800,6704,6704,2114,1936,42,204,12,2023,373,2059,749,554,13,57,2,596,88,2059,918,1141,2059,550,1509,2518,2059,819,1240,2518,2059,459,641,3370
Census Tract 179,"Census Tract 179, Philadelphia County, Pennsylvania",42101017900,140,0,42,101,21,,17900,6313,6313,3160,1460,52,63,0,1269,309,2095,1228,433,13,20,0,335,66,2095,553,1542,2095,1094,1001,2415,2095,1132,963,2415,2095,320,669,2196
Census Tract 180.01,"Census Tract 180.01, Philadelphia County, Pennsylvania",42101018001,140,0,42,101,21,,18001,2586,2586,2399,63,6,26,1,42,49,1093,1025,22,3,17,1,16,9,1093,53,1040,1093,995,98,1202,1093,650,443,1202,1093,109,480,176
Census Tract 180.02,"Census Tract 180.02, Philadelphia County, Pennsylvania",42101018002,140,0,42,101,21,,18002,5451,5451,5283,33,5,30,0,41,59,2390,2328,15,3,13,0,12,19,2390,50,2340,2390,2293,97,2630,2390,1683,707,2630,2390,240,1027,187
Census Tract 183,"Census Tract 183, Philadelphia County, Pennsylvania",42101018300,140,0,42,101,21,,18300,4313,4313,4194,24,7,17,0,9,62,1664,1639,7,1,5,0,3,9,1664,16,1648,1664,1626,38,1768,1664,1405,259,1768,1664,104,558,91
Census Tract 184,"Census Tract 184, Philadelphia County, Pennsylvania",42101018400,140,0,42,101,21,,18400,2260,2260,2152,9,6,16,1,26,50,869,838,2,2,3,0,9,15,869,18,851,869,831,38,921,869,646,223,921,869,52,287,84
Census Tract 188,"Census Tract 188, Philadelphia County, Pennsylvania",42101018800,140,0,42,101,21,,18800,8322,8322,2896,2453,61,99,7,2373,433,2483,1041,669,19,26,1,636,91,2483,998,1485,2483,822,1661,2849,2483,1181,1302,2849,2483,366,719,3865
Census Tract 190,"Census Tract 190, Philadelphia County, Pennsylvania",42101019000,140,0,42,101,21,,19000,7543,7543,2451,1859,113,348,13,2382,377,2403,903,581,32,99,2,686,100,2403,1196,1207,2403,571,1832,2568,2403,1398,1005,2568,2403,165,619,4209
Census Tract 191,"Census Tract 191, Philadelphia County, Pennsylvania",42101019100,140,0,42,101,21,,19100,7937,7937,3003,1106,35,852,1,2517,423,2634,1178,361,12,226,0,747,110,2634,1360,1274,2634,726,1908,2777,2634,1986,648,2777,2634,143,686,4602
Census Tract 192,"Census Tract 192, Philadelphia County, Pennsylvania",42101019200,140,0,42,101,21,,19200,7972,7972,2347,2173,367,264,10,2438,373,2333,781,592,113,69,2,677,99,2333,1377,956,2333,370,1963,2707,2333,1113,1220,2707,2333,374,551,5070
Census Tract 195.01,"Census Tract 195.01, Philadelphia County, Pennsylvania",42101019501,140,0,42,101,21,,19501,4927,4927,1961,830,89,40,2,1734,271,1584,668,232,29,13,1,559,82,1584,1324,260,1584,85,1499,1741,1584,663,921,1741,1584,157,456,4100
Census Tract 195.02,"Census Tract 195.02, Philadelphia County, Pennsylvania",42101019502,140,0,42,101,21,,19502,3675,3675,1436,557,117,40,3,1347,175,1132,463,158,37,11,1,411,51,1132,933,199,1132,79,1053,1291,1132,555,577,1291,1132,159,283,3096
Census Tract 197,"Census Tract 197, Philadelphia County, Pennsylvania",42101019700,140,0,42,101,21,,19700,7001,7001,1428,2478,79,102,1,2514,399,2127,469,755,21,27,1,733,121,2127,1314,813,2127,79,2048,2316,2127,1214,913,2316,2127,189,501,4477
Census Tract 198,"Census Tract 198, Philadelphia County, Pennsylvania",42101019800,140,0,42,101,21,,19800,6195,6195,1190,2270,57,167,13,2173,325,1925,387,752,16,50,4,637,79,1925,1127,798,1925,55,1870,2163,1925,1046,879,2163,1925,238,483,3868
Census Tract 199,"Census Tract 199, Philadelphia County, Pennsylvania",42101019900,140,0,42,101,21,,19900,4419,4419,766,1809,48,13,0,1623,160,1413,263,602,20,5,0,481,42,1413,786,627,1413,46,1367,1661,1413,704,709,1661,1413,248,418,2622
Census Tract 200,"Census Tract 200, Philadelphia County, Pennsylvania",42101020000,140,0,42,101,21,,20000,1265,1265,107,1020,8,79,0,31,20,589,61,452,3,51,0,10,12,589,25,564,589,54,535,787,589,169,420,787,589,198,337,70
Census Tract 201.01,"Census Tract 201.01, Philadelphia County, Pennsylvania",42101020101,140,0,42,101,21,,20101,3547,3547,92,3289,9,36,0,41,80,1562,42,1453,6,12,0,19,30,1562,51,1511,1562,33,1529,2055,1562,516,1046,2055,1562,493,798,139
Census Tract 201.02,"Census Tract 201.02, Philadelphia County, Pennsylvania",42101020102,140,0,42,101,21,,20102,3353,3353,81,3130,12,14,0,36,80,1317,28,1234,5,4,0,15,31,1317,43,1274,1317,20,1297,1678,1317,693,624,1678,1317,361,584,145
Census Tract 202,"Census Tract 202, Philadelphia County, Pennsylvania",42101020200,140,0,42,101,21,,20200,5189,5189,159,4848,19,13,2,31,117,1961,24,1876,9,6,0,11,35,1961,34,1927,1961,20,1941,2550,1961,945,1016,2550,1961,589,879,122
Census Tract 203,"Census Tract 203, Philadelphia County, Pennsylvania",42101020300,140,0,42,101,21,,20300,2769,2769,140,2429,18,24,1,85,72,1059,43,955,6,8,1,22,24,1059,45,1014,1059,36,1023,1340,1059,516,543,1340,1059,281,448,181
Census Tract 204,"Census Tract 204, Philadelphia County, Pennsylvania",42101020400,140,0,42,101,21,,20400,3050,3050,81,2829,8,16,4,46,66,1130,24,1060,4,8,0,17,17,1130,37,1093,1130,16,1114,1392,1130,654,476,1392,1130,262,398,122
Census Tract 205,"Census Tract 205, Philadelphia County, Pennsylvania",42101020500,140,0,42,101,21,,20500,2819,2819,104,2549,11,100,0,12,43,1273,56,1118,6,71,0,4,18,1273,14,1259,1273,53,1220,1416,1273,614,659,1416,1273,143,627,50
Census Tract 206,"Census Tract 206, Philadelphia County, Pennsylvania",42101020600,140,0,42,101,21,,20600,1819,1819,1002,610,2,142,3,16,44,875,449,322,1,85,2,4,12,875,30,845,875,432,443,990,875,266,609,990,875,115,524,84
Census Tract 207,"Census Tract 207, Philadelphia County, Pennsylvania",42101020700,140,0,42,101,21,,20700,5841,5841,4674,776,6,197,0,39,149,2505,2055,329,3,69,0,12,37,2505,62,2443,2505,2012,493,2684,2505,1552,953,2684,2505,179,1369,195
Census Tract 208,"Census Tract 208, Philadelphia County, Pennsylvania",42101020800,140,0,42,101,21,,20800,1971,1971,1131,593,7,161,0,25,54,1146,624,373,6,99,0,10,34,1146,55,1091,1146,588,558,1403,1146,356,790,1403,1146,257,897,104
Census Tract 209,"Census Tract 209, Philadelphia County, Pennsylvania",42101020900,140,0,42,101,21,,20900,2910,2910,2596,128,4,88,0,12,82,1368,1256,47,2,36,0,5,22,1368,28,1340,1368,1232,136,1463,1368,688,680,1463,1368,95,840,90
Census Tract 210,"Census Tract 210, Philadelphia County, Pennsylvania",42101021000,140,0,42,101,21,,21000,4917,4917,4578,149,9,83,3,24,71,2338,2210,66,2,33,1,7,19,2338,43,2295,2338,2178,160,2528,2338,1226,1112,2528,2338,190,1521,116
Census Tract 211,"Census Tract 211, Philadelphia County, Pennsylvania",42101021100,140,0,42,101,21,,21100,2327,2327,2011,181,3,70,0,10,52,1114,968,98,1,30,0,4,13,1114,20,1094,1114,956,158,1218,1114,740,374,1218,1114,104,552,65
Census Tract 212,"Census Tract 212, Philadelphia County, Pennsylvania",42101021200,140,0,42,101,21,,21200,2245,2245,1946,153,1,80,0,22,43,1060,927,78,0,37,0,6,12,1060,29,1031,1060,906,154,1134,1060,683,377,1134,1060,74,580,73
Census Tract 213,"Census Tract 213, Philadelphia County, Pennsylvania",42101021300,140,0,42,101,21,,21300,3551,3551,3195,201,2,40,0,49,64,1551,1438,60,1,22,0,14,16,1551,41,1510,1551,1419,132,1651,1551,875,676,1651,1551,100,869,134
Census Tract 214,"Census Tract 214, Philadelphia County, Pennsylvania",42101021400,140,0,42,101,21,,21400,3880,3880,3450,258,6,64,3,22,77,1809,1638,94,2,33,1,7,34,1809,51,1758,1809,1601,208,2001,1809,800,1009,2001,1809,192,1269,109
Census Tract 215,"Census Tract 215, Philadelphia County, Pennsylvania",42101021500,140,0,42,101,21,,21500,3857,3857,3519,160,3,81,0,22,72,1765,1623,74,2,38,0,6,22,1765,40,1725,1765,1591,174,1924,1765,1017,748,1924,1765,159,1030,97
Census Tract 216,"Census Tract 216, Philadelphia County, Pennsylvania",42101021600,140,0,42,101,21,,21600,1826,1826,1539,166,5,68,0,14,34,896,744,94,2,34,0,5,17,896,24,872,896,730,166,1016,896,389,507,1016,896,120,496,59
Census Tract 217,"Census Tract 217, Philadelphia County, Pennsylvania",42101021700,140,0,42,101,21,,21700,5772,5772,4911,474,17,203,1,47,119,2449,2125,203,4,66,0,17,34,2449,62,2387,2449,2091,358,2571,2449,1985,464,2571,2449,122,898,190
Census Tract 218,"Census Tract 218, Philadelphia County, Pennsylvania",42101021800,140,0,42,101,21,,21800,4259,4259,3311,564,6,226,2,46,104,2173,1737,275,2,106,0,19,34,2173,72,2101,2173,1692,481,2323,2173,571,1602,2323,2173,150,1359,181
Census Tract 219,"Census Tract 219, Philadelphia County, Pennsylvania",42101021900,140,0,42,101,21,,21900,1432,1432,1300,80,2,25,0,8,17,689,615,50,1,15,0,2,6,689,14,675,689,605,84,721,689,610,79,721,689,32,327,36
Census Tract 220,"Census Tract 220, Philadelphia County, Pennsylvania",42101022000,140,0,42,101,21,,22000,1681,1681,1437,152,0,57,2,4,29,718,621,65,0,24,1,1,6,718,6,712,718,616,102,797,718,485,233,797,718,79,332,31
Census Tract 231,"Census Tract 231, Philadelphia County, Pennsylvania",42101023100,140,0,42,101,21,,23100,1262,1262,1161,41,1,24,0,8,27,526,490,20,0,9,0,1,6,526,16,510,526,476,50,562,526,333,193,562,526,36,185,39
Census Tract 235,"Census Tract 235, Philadelphia County, Pennsylvania",42101023500,140,0,42,101,21,,23500,1161,1161,668,431,7,19,0,6,30,540,308,211,5,4,0,4,8,540,6,534,540,306,234,577,540,368,172,577,540,37,241,26
Census Tract 236,"Census Tract 236, Philadelphia County, Pennsylvania",42101023600,140,0,42,101,21,,23600,2619,2619,1492,984,5,38,0,19,81,1095,659,389,3,15,0,5,24,1095,28,1067,1095,643,452,1165,1095,700,395,1165,1095,70,466,71
Census Tract 237,"Census Tract 237, Philadelphia County, Pennsylvania",42101023700,140,0,42,101,21,,23700,4566,4566,1359,2929,14,39,1,49,175,2162,709,1353,6,13,1,18,62,2162,63,2099,2162,686,1476,2347,2162,889,1273,2347,2162,185,1225,152
Census Tract 238,"Census Tract 238, Philadelphia County, Pennsylvania",42101023800,140,0,42,101,21,,23800,4391,4391,1293,2825,23,46,0,37,167,2077,610,1366,15,25,0,18,43,2077,52,2025,2077,599,1478,2398,2077,772,1305,2398,2077,321,1256,153
Census Tract 239,"Census Tract 239, Philadelphia County, Pennsylvania",42101023900,140,0,42,101,21,,23900,1777,1777,341,1299,9,73,1,10,44,1143,234,830,6,40,1,5,27,1143,29,1114,1143,224,919,1321,1143,130,1013,1321,1143,178,848,63
Census Tract 240,"Census Tract 240, Philadelphia County, Pennsylvania",42101024000,140,0,42,101,21,,24000,3822,3822,1020,2482,13,136,1,37,133,1851,521,1180,5,80,1,16,48,1851,49,1802,1851,504,1347,2104,1851,559,1292,2104,1851,253,1090,130
Census Tract 241,"Census Tract 241, Philadelphia County, Pennsylvania",42101024100,140,0,42,101,21,,24100,1433,1433,211,1154,9,16,0,13,30,733,100,606,3,7,0,5,12,733,14,719,733,96,637,824,733,84,649,824,733,91,569,43
Census Tract 242,"Census Tract 242, Philadelphia County, Pennsylvania",42101024200,140,0,42,101,21,,24200,4236,4236,458,3538,15,18,3,52,152,1710,233,1389,10,6,1,16,55,1710,40,1670,1710,228,1482,2019,1710,732,978,2019,1710,309,775,124
Census Tract 243,"Census Tract 243, Philadelphia County, Pennsylvania",42101024300,140,0,42,101,21,,24300,3913,3913,397,3314,10,33,0,37,122,1723,211,1435,5,18,0,9,45,1723,33,1690,1723,205,1518,1929,1723,773,950,1929,1723,206,735,110
Census Tract 244,"Census Tract 244, Philadelphia County, Pennsylvania",42101024400,140,0,42,101,21,,24400,3129,3129,148,2840,14,24,2,23,78,1151,62,1043,5,11,0,7,23,1151,22,1129,1151,62,1089,1350,1151,614,537,1350,1151,199,418,77
Census Tract 245,"Census Tract 245, Philadelphia County, Pennsylvania",42101024500,140,0,42,101,21,,24500,4035,4035,128,3756,12,8,1,40,90,1531,66,1411,5,2,1,12,34,1531,35,1496,1531,62,1469,1839,1531,629,902,1839,1531,308,612,113
Census Tract 246,"Census Tract 246, Philadelphia County, Pennsylvania",42101024600,140,0,42,101,21,,24600,2956,2956,214,2607,13,11,2,55,54,1151,91,1012,7,4,1,15,21,1151,29,1122,1151,87,1064,1304,1151,339,812,1304,1151,153,532,101
Census Tract 247,"Census Tract 247, Philadelphia County, Pennsylvania",42101024700,140,0,42,101,21,,24700,4423,4423,292,3941,20,22,1,46,101,1603,92,1449,13,8,0,9,32,1603,26,1577,1603,88,1515,1932,1603,856,747,1932,1603,329,591,134
Census Tract 248,"Census Tract 248, Philadelphia County, Pennsylvania",42101024800,140,0,42,101,21,,24800,1889,1889,28,1800,12,7,0,10,32,700,13,663,4,2,0,4,14,700,10,690,700,13,687,786,700,496,204,786,700,86,206,33
Census Tract 249,"Census Tract 249, Philadelphia County, Pennsylvania",42101024900,140,0,42,101,21,,24900,3311,3311,49,3154,8,8,0,31,61,1194,16,1143,3,1,0,10,21,1194,20,1174,1194,15,1179,1369,1194,769,425,1369,1194,175,368,84
Census Tract 252,"Census Tract 252, Philadelphia County, Pennsylvania",42101025200,140,0,42,101,21,,25200,7118,7118,381,6396,31,33,2,76,199,2783,133,2532,13,14,0,25,66,2783,79,2704,2783,122,2661,3155,2783,1433,1350,3155,2783,372,1205,270
Census Tract 253,"Census Tract 253, Philadelphia County, Pennsylvania",42101025300,140,0,42,101,21,,25300,4002,4002,256,3557,24,25,1,31,108,1648,123,1454,9,10,1,11,40,1648,36,1612,1648,112,1536,1944,1648,1047,601,1944,1648,296,680,132
Census Tract 254,"Census Tract 254, Philadelphia County, Pennsylvania",42101025400,140,0,42,101,21,,25400,3920,3920,345,3414,9,12,3,28,109,1816,155,1597,3,3,2,12,44,1816,36,1780,1816,146,1670,1999,1816,1215,601,1999,1816,183,768,106
Census Tract 255,"Census Tract 255, Philadelphia County, Pennsylvania",42101025500,140,0,42,101,21,,25500,2571,2571,795,1585,12,41,0,24,114,1079,341,682,6,11,0,5,34,1079,24,1055,1079,333,746,1148,1079,745,334,1148,1079,69,456,110
Census Tract 256,"Census Tract 256, Philadelphia County, Pennsylvania",42101025600,140,0,42,101,21,,25600,2742,2742,1330,1194,7,53,0,37,121,1149,557,526,5,18,0,10,33,1149,30,1119,1149,550,599,1191,1149,785,364,1191,1149,42,430,103
Census Tract 257,"Census Tract 257, Philadelphia County, Pennsylvania",42101025700,140,0,42,101,21,,25700,3463,3463,2041,1119,9,161,0,30,103,1885,1074,675,7,80,0,14,35,1885,73,1812,1885,1027,858,2052,1885,463,1422,2052,1885,167,1136,158
Census Tract 258,"Census Tract 258, Philadelphia County, Pennsylvania",42101025800,140,0,42,101,21,,25800,1681,1681,58,1558,5,15,0,5,40,761,32,708,3,4,0,2,12,761,9,752,761,31,730,788,761,595,166,788,761,27,305,33
